number,season,episode,airdate,title,tvmaze link
412,6,28,09 Aug 09,"The Heartless Judgment! Margaret Turned to Stone!!","https://www.tvmaze.com/episodes/256536/one-piece-6x28-the-heartless-judgment-margaret-turned-to-stone"
413,6,29,16 Aug 09,"Luffy's Hard Trial! The Power of the Snake Sisters' Willpower!","https://www.tvmaze.com/episodes/256537/one-piece-6x29-luffys-hard-trial-the-power-of-the-snake-sisters-willpower"
414,6,30,23 Aug 09,"Battle with Full-Powered Abilities! Gomu Gomu vs. Hebi Hebi","https://www.tvmaze.com/episodes/256538/one-piece-6x30-battle-with-full-powered-abilities-gomu-gomu-vs-hebi-hebi"
415,6,31,30 Aug 09,"Hancock's Confession - The Sisters' Disgusting Past","https://www.tvmaze.com/episodes/256539/one-piece-6x31-hancocks-confession-the-sisters-disgusting-past"
416,6,32,07 Sep 09,"Rescue Ace! The New Destination is the Great Prison","https://www.tvmaze.com/episodes/256540/one-piece-6x32-rescue-ace-the-new-destination-is-the-great-prison"
417,6,33,13 Sep 09,"Love is a Hurricane! Hancock Madly in Love","https://www.tvmaze.com/episodes/256541/one-piece-6x33-love-is-a-hurricane-hancock-madly-in-love"
418,6,34,20 Sep 09,"The Crew's Whereabouts - Weather Science and Karakuri Island","https://www.tvmaze.com/episodes/256542/one-piece-6x34-the-crews-whereabouts-weather-science-and-karakuri-island"
419,6,35,27 Sep 09,"The Crew's Whereabouts - The Island of Giant Birds and the Pink Paradise!","https://www.tvmaze.com/episodes/256543/one-piece-6x35-the-crews-whereabouts-the-island-of-giant-birds-and-the-pink-paradise"
420,6,36,04 Oct 09,"The Crew's Whereabouts - The Bridge that Connects Islands and Man-Eating Plants","https://www.tvmaze.com/episodes/256544/one-piece-6x36-the-crews-whereabouts-the-bridge-that-connects-islands-and-man-eating-plants"
421,6,37,11 Oct 09,"The Crew's Whereabouts - The Negative Princess and the Devil King!","https://www.tvmaze.com/episodes/256545/one-piece-6x37-the-crews-whereabouts-the-negative-princess-and-the-devil-king"
422,6,38,18 Oct 09,"A Life-threatening Break-in! The Underwater Prison Impel Down!","https://www.tvmaze.com/episodes/256546/one-piece-6x38-a-life-threatening-break-in-the-underwater-prison-impel-down"
423,6,39,25 Oct 09,"Reunion in Hell!? The powerful User of the Bara Bara No Mi!","https://www.tvmaze.com/episodes/256547/one-piece-6x39-reunion-in-hell-the-powerful-user-of-the-bara-bara-no-mi"
424,6,40,01 Nov 09,"Break through Crimson Hell! Buggys great Uproar Plan","https://www.tvmaze.com/episodes/256548/one-piece-6x40-break-through-crimson-hell-buggys-great-uproar-plan"
425,6,41,08 Nov 09,"The Prison's strongest Man! Introduction of the Poison-Man Magellan","https://www.tvmaze.com/episodes/256549/one-piece-6x41-the-prisons-strongest-man-introduction-of-the-poison-man-magellan"
426,6,42,15 Nov 09,"A Special Presentation Related to the Movie! A Gold Lion's Ambition on the Move!","https://www.tvmaze.com/episodes/256550/one-piece-6x42-a-special-presentation-related-to-the-movie-a-gold-lions-ambition-on-the-move"
427,6,43,22 Nov 09,"A Special Presentation Related to the Movie! Little East Blue in Danger!","https://www.tvmaze.com/episodes/256551/one-piece-6x43-a-special-presentation-related-to-the-movie-little-east-blue-in-danger"
428,6,44,29 Nov 09,"A Special Presentation Related to the Movie! The Fierce Onslaught of the Amigo Pirates!","https://www.tvmaze.com/episodes/256552/one-piece-6x44-a-special-presentation-related-to-the-movie-the-fierce-onslaught-of-the-amigo-pirates"
429,6,45,06 Dec 09,"A Special Presentation Related to the Movie! Luffy vs. Largo - The Battle is On!","https://www.tvmaze.com/episodes/256553/one-piece-6x45-a-special-presentation-related-to-the-movie-luffy-vs-largo-the-battle-is-on"
430,6,46,13 Dec 09,"The Imprisoned Royal Shichibukai! Jinbei, Knight of the Sea","https://www.tvmaze.com/episodes/256554/one-piece-6x46-the-imprisoned-royal-shichibukai-jinbei-knight-of-the-sea"
431,6,47,20 Dec 09,"The Trap of Chief Guard Saldeath - Level 3 Starvation Hell","https://www.tvmaze.com/episodes/256555/one-piece-6x47-the-trap-of-chief-guard-saldeath-level-3-starvation-hell"
432,6,48,27 Dec 09,"The Liberated Swan! Reunion! Bon Kurei","https://www.tvmaze.com/episodes/256556/one-piece-6x48-the-liberated-swan-reunion-bon-kurei"
433,6,49,10 Jan 10,"Chief Warden Magellan Moves - The Net to Trap Straw Hat Is Complete!","https://www.tvmaze.com/episodes/256557/one-piece-6x49-chief-warden-magellan-moves-the-net-to-trap-straw-hat-is-complete"
434,6,50,17 Jan 10,"Preparations for War! A Decisive Battle in Level 4 - Inferno Hell","https://www.tvmaze.com/episodes/256558/one-piece-6x50-preparations-for-war-a-decisive-battle-in-level-4-inferno-hell"
435,6,51,24 Jan 10,"Magellan's Strength! Bon Kurei Flees Before His Enemy Out!","https://www.tvmaze.com/episodes/256559/one-piece-6x51-magellans-strength-bon-kurei-flees-before-his-enemy-out"
436,6,52,31 Jan 10,"The Fight Finished! Luffy's Final Life-Risking Attack","https://www.tvmaze.com/episodes/256560/one-piece-6x52-the-fight-finished-luffys-final-life-risking-attack"
437,6,53,07 Feb 10,"Because He's Our Friend - Bon Kurei's Do-or-Die Rescue","https://www.tvmaze.com/episodes/256561/one-piece-6x53-because-hes-our-friend-bon-kureis-do-or-die-rescue"
438,6,54,14 Feb 10,"A Paradise in Hell! Impel Down - Level 5.5!","https://www.tvmaze.com/episodes/256562/one-piece-6x54-a-paradise-in-hell-impel-down-level-55"
439,6,55,21 Feb 10,"Luffy's Treatment Begins! Ivan-san's Miraculous Power!","https://www.tvmaze.com/episodes/256563/one-piece-6x55-luffys-treatment-begins-ivan-sans-miraculous-power"
440,6,56,28 Feb 10,"Believe in Miracles! Bon Clay's Cries From the Heart!","https://www.tvmaze.com/episodes/256564/one-piece-6x56-believe-in-miracles-bon-clays-cries-from-the-heart"
441,6,57,07 Mar 10,"Luffy's Back! Ivan-san Begins the Breakout Plan!","https://www.tvmaze.com/episodes/256565/one-piece-6x57-luffys-back-ivan-san-begins-the-breakout-plan"
442,6,58,14 Mar 10,"Ace's Convoy Begins! Battle on the Lowest Floor - Level 6!","https://www.tvmaze.com/episodes/256566/one-piece-6x58-aces-convoy-begins-battle-on-the-lowest-floor-level-6"
443,6,59,21 Mar 10,"The Ultimate Team Has Formed! Shaking Impel Down!","https://www.tvmaze.com/episodes/256567/one-piece-6x59-the-ultimate-team-has-formed-shaking-impel-down"
444,6,60,28 Mar 10,"Even More Chaos! Blackbeard Teach Invades!","https://www.tvmaze.com/episodes/256568/one-piece-6x60-even-more-chaos-blackbeard-teach-invades"
445,6,61,04 Apr 10,"A Dangerous Meeting! Blackbeard and Shiryu of the Rain","https://www.tvmaze.com/episodes/256569/one-piece-6x61-a-dangerous-meeting-blackbeard-and-shiryu-of-the-rain"
446,6,62,11 Apr 10,"His Spirit Won't Break! Hannyabal Goes All Out","https://www.tvmaze.com/episodes/256570/one-piece-6x62-his-spirit-wont-break-hannyabal-goes-all-out"
447,6,63,18 Apr 10,"The Jet Pistol of Rage - Luffy vs. Blackbeard","https://www.tvmaze.com/episodes/256571/one-piece-6x63-the-jet-pistol-of-rage-luffy-vs-blackbeard"
448,6,64,25 Apr 10,"Stop Magellan! Ivan-san Unleashes His Secret Attack","https://www.tvmaze.com/episodes/256572/one-piece-6x64-stop-magellan-ivan-san-unleashes-his-secret-attack"
449,6,65,02 May 10,"Magellan's Scheme! The Jailbreak is Obstructed","https://www.tvmaze.com/episodes/256573/one-piece-6x65-magellans-scheme-the-jailbreak-is-obstructed"
450,6,66,09 May 10,"The Jailbreak Team Driven Into a Corner - Forbidden Move 'Venom Demon'","https://www.tvmaze.com/episodes/256574/one-piece-6x66-the-jailbreak-team-driven-into-a-corner-forbidden-move-venom-demon"
451,6,67,16 May 10,"Create the Final Miracle - Break Through the Gate of Justice","https://www.tvmaze.com/episodes/256575/one-piece-6x67-create-the-final-miracle-break-through-the-gate-of-justice"
452,6,68,23 May 10,"The Destination is Marine Headquarters - The Ship Sets Out to Rescue Ace!","https://www.tvmaze.com/episodes/256576/one-piece-6x68-the-destination-is-marine-headquarters-the-ship-sets-out-to-rescue-ace"
453,6,69,30 May 10,"The Friends' Whereabouts! Weatheria Report and Cyborg Animals","https://www.tvmaze.com/episodes/256577/one-piece-6x69-the-friends-whereabouts-weatheria-report-and-cyborg-animals"
454,6,70,06 Jun 10,"The Friends' Whereabouts! A Cheeper of Giant Birds and a Pink Showdown!","https://www.tvmaze.com/episodes/256578/one-piece-6x70-the-friends-whereabouts-a-cheeper-of-giant-birds-and-a-pink-showdown"
455,6,71,13 Jun 10,"The Friends' Whereabouts! The Revolutionary Army and the Trap of the Forest of Gluttony!","https://www.tvmaze.com/episodes/256579/one-piece-6x71-the-friends-whereabouts-the-revolutionary-army-and-the-trap-of-the-forest-of-gluttony"
456,6,72,20 Jun 10,"The Friends' Whereabouts! The Giant Gravestone and Panties of Gratitude","https://www.tvmaze.com/episodes/256580/one-piece-6x72-the-friends-whereabouts-the-giant-gravestone-and-panties-of-gratitude"
457,6,73,27 Jun 10,"Flashback Special Before Marineford - The Brothers' Oath!","https://www.tvmaze.com/episodes/256581/one-piece-6x73-flashback-special-before-marineford-the-brothers-oath"
458,6,74,11 Jul 10,"Flashback Special Before Marineford - The Three Admirals","https://www.tvmaze.com/episodes/256582/one-piece-6x74-flashback-special-before-marineford-the-three-admirals"
459,6,75,18 Jul 10,"Ticking Down to the Time of Battle! The Navy's Strongest Lineup in Position!","https://www.tvmaze.com/episodes/256583/one-piece-6x75-ticking-down-to-the-time-of-battle-the-navys-strongest-lineup-in-position"
460,6,76,01 Aug 10,"An Enormous Fleet Appears - The Whitebeard Pirates Invade","https://www.tvmaze.com/episodes/256584/one-piece-6x76-an-enormous-fleet-appears-the-whitebeard-pirates-invade"
461,6,77,08 Aug 10,"The Beginning of the War - Ace and Whitebeard's Past!","https://www.tvmaze.com/episodes/256585/one-piece-6x77-the-beginning-of-the-war-ace-and-whitebeards-past"
462,6,78,15 Aug 10,"The Force That Could Destroy The World! The Power of the Tremor-Tremor Fruit!","https://www.tvmaze.com/episodes/256586/one-piece-6x78-the-force-that-could-destroy-the-world-the-power-of-the-tremor-tremor-fruit"
463,6,79,22 Aug 10,"An All-Consuming Inferno!! Admiral Akainu's Power!","https://www.tvmaze.com/episodes/256587/one-piece-6x79-an-all-consuming-inferno-admiral-akainus-power"
464,6,80,29 Aug 10,"Descendant of the Devil! Little Oars Jr. Rushes!","https://www.tvmaze.com/episodes/256588/one-piece-6x80-descendant-of-the-devil-little-oars-jr-rushes"
465,6,81,05 Sep 10,"The Winner Will Be Justice - Sengoku's Strategy Is Put Into Action!","https://www.tvmaze.com/episodes/256589/one-piece-6x81-the-winner-will-be-justice-sengokus-strategy-is-put-into-action"
466,6,82,12 Sep 10,"The Straw Hat Team Arrives - Tensions Grows on the Battlefield!","https://www.tvmaze.com/episodes/256590/one-piece-6x82-the-straw-hat-team-arrives-tensions-grows-on-the-battlefield"
467,6,83,19 Sep 10,"Even If It Means Death! Luffy Vs. The Navy - The Battle Starts!","https://www.tvmaze.com/episodes/256591/one-piece-6x83-even-if-it-means-death-luffy-vs-the-navy-the-battle-starts"
468,6,84,26 Sep 10,"Hard Battles, One After Another! Devil's Fruit Eaters vs. Devil's Fruit Eaters!","https://www.tvmaze.com/episodes/256592/one-piece-6x84-hard-battles-one-after-another-devils-fruit-eaters-vs-devils-fruit-eaters"
469,6,85,03 Oct 10,"Kuma's Transformation! Ivan's Attack of Anger!","https://www.tvmaze.com/episodes/256593/one-piece-6x85-kumas-transformation-ivans-attack-of-anger"
470,6,86,10 Oct 10,"The Great Swordsman Mihawk! Luffy Comes Under the Attack of the Black Sword!","https://www.tvmaze.com/episodes/256594/one-piece-6x86-the-great-swordsman-mihawk-luffy-comes-under-the-attack-of-the-black-sword"
471,6,87,17 Oct 10,"The Extermination Strategy in Action! The Power of the Pacifistas!","https://www.tvmaze.com/episodes/256595/one-piece-6x87-the-extermination-strategy-in-action-the-power-of-the-pacifistas"
472,6,88,24 Oct 10,"Akainu's Plot! Whitebeard Trapped!","https://www.tvmaze.com/episodes/256596/one-piece-6x88-akainus-plot-whitebeard-trapped"
473,6,89,31 Oct 10,"The Encircling Walls Activated! The Whitebeard Pirates Backed into a Corner!!","https://www.tvmaze.com/episodes/256597/one-piece-6x89-the-encircling-walls-activated-the-whitebeard-pirates-backed-into-a-corner"
474,6,90,07 Nov 10,"The Order to Perform the Execution is Given - Break Through the Encircling Wall!","https://www.tvmaze.com/episodes/256598/one-piece-6x90-the-order-to-perform-the-execution-is-given-break-through-the-encircling-wall"
475,6,91,14 Nov 10,"Moving Into the Final Phase! Whitebeard's Trump Card for Recovery!","https://www.tvmaze.com/episodes/256599/one-piece-6x91-moving-into-the-final-phase-whitebeards-trump-card-for-recovery"
476,6,92,21 Nov 10,"Luffy's Strength is Exhausted! All-Out War in the Oris Plaza!","https://www.tvmaze.com/episodes/256600/one-piece-6x92-luffys-strength-is-exhausted-all-out-war-in-the-oris-plaza"
477,6,93,28 Nov 10,"Power that Reduces One's Life - Tension Hormones Return","https://www.tvmaze.com/episodes/256601/one-piece-6x93-power-that-reduces-ones-life-tension-hormones-return"
478,6,94,05 Dec 10,"For a Promise!! Luffy and Coby Clash!","https://www.tvmaze.com/episodes/256602/one-piece-6x94-for-a-promise-luffy-and-coby-clash"
479,6,95,12 Dec 10,"The Scaffold At Last! The Way To Ace Has Opened!","https://www.tvmaze.com/episodes/256603/one-piece-6x95-the-scaffold-at-last-the-way-to-ace-has-opened"
480,6,96,19 Dec 10,"Each On Different Paths! Luffy vs. Garp!","https://www.tvmaze.com/episodes/256604/one-piece-6x96-each-on-different-paths-luffy-vs-garp"
481,6,97,26 Dec 10,"Ace is Rescued! Whitebeard's Final Captain's Orders!","https://www.tvmaze.com/episodes/256605/one-piece-6x97-ace-is-rescued-whitebeards-final-captains-orders"
482,6,98,09 Jan 11,"The Power that Burns Fire - Akainu's Final Move","https://www.tvmaze.com/episodes/256606/one-piece-6x98-the-power-that-burns-fire-akainus-final-move"
483,6,99,16 Jan 11,"Searching for an Answer - Fire Fist Ace Dies on the Battlefield","https://www.tvmaze.com/episodes/256607/one-piece-6x99-searching-for-an-answer-fire-fist-ace-dies-on-the-battlefield"
484,6,100,23 Jan 11,"Marine Headquarters Crumbles! Whitebeard's Silent Rage!","https://www.tvmaze.com/episodes/256608/one-piece-6x100-marine-headquarters-crumbles-whitebeards-silent-rage"
485,6,101,30 Jan 11,"Settling the Score - Whitebeard vs. The Blackbeard Pirates","https://www.tvmaze.com/episodes/256609/one-piece-6x101-settling-the-score-whitebeard-vs-the-blackbeard-pirates"
486,6,102,06 Feb 11,"The Start of the Show - Blackbeard's Plot Revealed","https://www.tvmaze.com/episodes/256610/one-piece-6x102-the-start-of-the-show-blackbeards-plot-revealed"
487,6,103,13 Feb 11,"The Insatiable Akainu! Lava Fists Pummel Luffy!","https://www.tvmaze.com/episodes/256611/one-piece-6x103-the-insatiable-akainu-lava-fists-pummel-luffy"
488,6,104,20 Feb 11,"A Desperate Cry - Seconds of Valor that Change Destiny","https://www.tvmaze.com/episodes/256612/one-piece-6x104-a-desperate-cry-seconds-of-valor-that-change-destiny"
489,6,105,06 Mar 11,"Enter Shanks! The Ultimate War Ends at Last","https://www.tvmaze.com/episodes/256613/one-piece-6x105-enter-shanks-the-ultimate-war-ends-at-last"
490,6,106,13 Mar 11,"Powerful Independent Rivals! The Beginning of the 'New Era'","https://www.tvmaze.com/episodes/256614/one-piece-6x106-powerful-independent-rivals-the-beginning-of-the-new-era"
491,6,107,20 Mar 11,"Arrival at the Island of Women - Cruel Reality Tortures Luffy","https://www.tvmaze.com/episodes/256615/one-piece-6x107-arrival-at-the-island-of-women-cruel-reality-tortures-luffy"
492,6,108,03 Apr 11,"The Strongest Tag-Team! Luffy and Toriko's Hard Struggle!","https://www.tvmaze.com/episodes/256616/one-piece-6x108-the-strongest-tag-team-luffy-and-torikos-hard-struggle"
493,6,109,10 Apr 11,"Luffy and Ace - The Story of the Brothers' Meeting!","https://www.tvmaze.com/episodes/256617/one-piece-6x109-luffy-and-ace-the-story-of-the-brothers-meeting"
494,6,110,17 Apr 11,"Enter Sabo! The Boy From the Grey Terminal","https://www.tvmaze.com/episodes/256618/one-piece-6x110-enter-sabo-the-boy-from-the-grey-terminal"
495,6,111,24 Apr 11,"I Won't Run! Ace's Desperate Rescue Operation!","https://www.tvmaze.com/episodes/256619/one-piece-6x111-i-wont-run-aces-desperate-rescue-operation"
496,6,112,01 May 11,"One Day We'll Go Out to Sea! The Oath Cups of the Three Brats!","https://www.tvmaze.com/episodes/256620/one-piece-6x112-one-day-well-go-out-to-sea-the-oath-cups-of-the-three-brats"
497,6,113,08 May 11,"Leaving the Dadan Family!? The Secret Base is Complete!","https://www.tvmaze.com/episodes/256621/one-piece-6x113-leaving-the-dadan-family-the-secret-base-is-complete"
498,6,114,15 May 11,"Luffy Becoming an Apprentice?! A Man Who Fought Against the King of the Pirates!","https://www.tvmaze.com/episodes/256622/one-piece-6x114-luffy-becoming-an-apprentice-a-man-who-fought-against-the-king-of-the-pirates"
499,6,115,22 May 11,"The Battle Against the Big Tiger! Who Will Be the Captain?!","https://www.tvmaze.com/episodes/256623/one-piece-6x115-the-battle-against-the-big-tiger-who-will-be-the-captain"
500,6,116,29 May 11,"Stolen Freedom! The Nobles' Trap Draws Near the Three Brothers","https://www.tvmaze.com/episodes/256624/one-piece-6x116-stolen-freedom-the-nobles-trap-draws-near-the-three-brothers"
501,6,117,05 Jun 11,"The Flames Are Lit - The Gray Terminal's Crisis","https://www.tvmaze.com/episodes/256625/one-piece-6x117-the-flames-are-lit-the-gray-terminals-crisis"
502,6,118,12 Jun 11,"Where Is Freedom? The Boy's Sad Departure","https://www.tvmaze.com/episodes/256626/one-piece-6x118-where-is-freedom-the-boys-sad-departure"
503,6,119,19 Jun 11,"I'm Counting On You! A Letter From a Brother!","https://www.tvmaze.com/episodes/256627/one-piece-6x119-im-counting-on-you-a-letter-from-a-brother"
504,6,120,26 Jun 11,"To Fulfill the Promise - Separate Departures!","https://www.tvmaze.com/episodes/256628/one-piece-6x120-to-fulfill-the-promise-separate-departures"
505,6,121,03 Jul 11,"I Want to See Them! Luffy`s Tearful Scream","https://www.tvmaze.com/episodes/256629/one-piece-6x121-i-want-to-see-them-luffys-tearful-scream"
506,6,122,10 Jul 11,"Straw Hats In Shock! The Bad News Has Reached Them!","https://www.tvmaze.com/episodes/256630/one-piece-6x122-straw-hats-in-shock-the-bad-news-has-reached-them"
